date,close,open,high,low,volume,fng_value,fng_classification,change_percent,next_change_percent
2023-03-27,27129.8,27974.8,28023.3,26611.5,107.24,64.0,Greed,-3.02,0.49
2023-03-28,27262.2,27127.8,27465.0,26665.6,94.16,59.0,Greed,0.49,3.99
2023-03-29,28350.4,27262.9,28627.4,27249.8,109.32,57.0,Greed,3.99,-1.13
2023-03-30,28029.5,28350.3,29160.4,27716.7,122.51,60.0,Greed,-1.13,1.58
2023-03-31,28473.7,28029.3,28646.3,27587.5,98.44,63.0,Greed,1.58,-0.06
2023-04-01,28456.1,28473.7,28795.1,28285.6,38.09,61.0,Greed,-0.06,-0.91
2023-04-02,28198.3,28456.1,28522.8,27871.7,45.04,63.0,Greed,-0.91,-1.41
2023-04-03,27802.1,28194.7,28458.4,27256.9,98.0,63.0,Greed,-1.41,1.3
2023-04-04,28164.4,27802.2,28429.1,27668.9,64.06,62.0,Greed,1.3,0.03
2023-04-05,28173.5,28164.4,28744.4,27823.5,77.32,62.0,Greed,0.03,-0.49
2023-04-06,28036.7,28173.5,28173.5,27734.5,51.29,63.0,Greed,-0.49,-0.45
2023-04-07,27910.4,28037.6,28102.5,27779.4,30.94,64.0,Greed,-0.45,0.11
2023-04-08,27941.2,27910.4,28153.1,27863.8,23.73,61.0,Greed,0.11,1.38
2023-04-09,28326.6,27941.2,28522.7,27809.2,39.35,61.0,Greed,1.38,4.64
2023-04-10,29641.0,28326.5,29755.4,28182.9,85.73,62.0,Greed,4.64,1.92
2023-04-11,30209.6,29641.0,30484.6,29597.8,89.38,68.0,Greed,1.92,-1.07
2023-04-12,29886.4,30209.8,30473.0,29679.5,78.69,65.0,Greed,-1.07,1.68
2023-04-13,30387.4,29892.4,30524.1,29864.5,65.87,61.0,Greed,1.68,0.28
2023-04-14,30472.5,30387.4,30964.9,30026.0,98.38,68.0,Greed,0.28,-0.57
2023-04-15,30299.6,30472.6,30586.5,30208.8,31.71,68.0,Greed,-0.57,0.04
2023-04-16,30310.3,30299.2,30545.3,30134.6,34.48,68.0,Greed,0.04,-2.89
2023-04-17,29434.9,30310.8,30312.2,29274.0,71.9,69.0,Greed,-2.89,3.22
2023-04-18,30382.2,29434.1,30470.1,29149.2,76.58,58.0,Greed,3.22,-5.16
2023-04-19,28813.7,30382.2,30408.4,28641.1,111.27,63.0,Greed,-5.16,-1.99
2023-04-20,28240.5,28813.7,29082.1,28032.4,95.45,52.0,Neutral,-1.99,-3.46
2023-04-21,27264.8,28240.5,28353.4,27171.1,98.72,50.0,Neutral,-3.46,2.01
2023-04-22,27813.9,27264.8,27872.0,27165.7,44.3,53.0,Neutral,2.01,-0.8
2023-04-23,27591.4,27813.8,27815.0,27388.5,41.77,56.0,Greed,-0.8,-0.3
2023-04-24,27509.3,27591.4,27978.8,27054.3,66.74,53.0,Neutral,-0.3,2.87
2023-04-25,28298.8,27510.1,28375.6,27201.1,65.31,53.0,Neutral,2.87,0.44
2023-04-26,28424.6,28298.8,29995.7,27307.8,164.31,56.0,Greed,0.44,3.7
2023-04-27,29475.9,28424.5,29859.8,28392.4,121.63,59.0,Greed,3.7,-0.52
2023-04-28,29321.8,29475.9,29587.2,28927.8,69.88,64.0,Greed,-0.52,-0.3
2023-04-29,29234.1,29318.4,29425.5,29058.5,25.72,64.0,Greed,-0.3,0.06
2023-04-30,29252.1,29235.1,29941.3,29095.0,47.62,60.0,Greed,0.06,-4.02
2023-05-01,28077.6,29252.1,29329.6,27685.9,84.36,63.0,Greed,-4.02,2.11
2023-05-02,28669.1,28079.0,28877.4,27913.2,65.33,55.0,Greed,2.11,1.24
2023-05-03,29023.6,28669.1,29244.7,28164.4,81.22,64.0,Greed,1.24,-0.63
2023-05-04,28842.1,29023.6,29352.7,28687.4,53.8,64.0,Greed,-0.63,2.33
2023-05-05,29513.2,28842.2,29653.9,28825.3,74.52,61.0,Greed,2.33,-2.22
2023-05-06,28857.1,29512.8,29816.4,28414.9,58.94,60.0,Greed,-2.22,-1.5
2023-05-07,28424.8,28857.1,29122.0,28419.6,36.5,64.0,Greed,-1.5,-2.65
2023-05-08,27670.5,28424.8,28627.8,27280.3,85.72,60.0,Greed,-2.65,-0.13
2023-05-09,27634.9,27670.5,27816.0,27366.3,49.75,51.0,Neutral,-0.13,-0.11
2023-05-10,27603.3,27634.3,28311.7,26885.7,91.45,52.0,Neutral,-0.11,-2.25
2023-05-11,26983.5,27604.3,27607.4,26766.2,62.85,52.0,Neutral,-2.25,-0.68
2023-05-12,26799.2,26983.1,27044.0,25853.1,87.49,49.0,Neutral,-0.68,-0.08
2023-05-13,26777.5,26798.7,27011.9,26695.6,27.95,48.0,Neutral,-0.08,0.53
2023-05-14,26920.0,26777.4,27176.1,26609.9,26.35,48.0,Neutral,0.53,0.98
2023-05-15,27183.9,26920.4,27651.7,26752.1,53.27,50.0,Neutral,0.98,-0.55
2023-05-16,27035.3,27183.9,27295.3,26881.9,45.29,54.0,Neutral,-0.55,1.36
2023-05-17,27403.1,27035.5,27465.3,26597.7,58.14,50.0,Neutral,1.36,-2.1
2023-05-18,26828.0,27403.8,27467.0,26449.8,63.39,51.0,Neutral,-2.1,0.2
2023-05-19,26882.9,26828.2,27154.7,26711.3,36.67,48.0,Neutral,0.2,0.87
2023-05-20,27116.2,26883.0,27147.2,26831.3,17.72,48.0,Neutral,0.87,-1.35
2023-05-21,26749.9,27116.2,27257.1,26677.6,27.42,52.0,Neutral,-1.35,0.36
2023-05-22,26847.3,26749.9,27048.9,26546.1,35.56,49.0,Neutral,0.36,1.39
2023-05-23,27220.7,26851.6,27448.1,26804.1,50.89,50.0,Neutral,1.39,-3.28
2023-05-24,26328.4,27220.7,27220.7,26088.7,72.65,50.0,Neutral,-3.28,0.56
2023-05-25,26475.8,26327.1,26589.2,25892.5,50.17,51.0,Neutral,0.56,0.89
2023-05-26,26711.5,26475.5,26911.6,26330.0,45.88,49.0,Neutral,0.89,0.55
2023-05-27,26857.5,26711.2,26882.9,26591.2,18.68,48.0,Neutral,0.55,4.52
2023-05-28,28071.2,26855.3,28181.9,26788.5,55.23,50.0,Neutral,4.52,-1.18
2023-05-29,27739.4,28068.4,28431.2,27548.8,54.56,52.0,Neutral,-1.18,-0.15
2023-05-30,27698.2,27738.9,28033.6,27583.8,45.19,51.0,Neutral,-0.15,-1.74
2023-05-31,27216.1,27696.9,27825.0,26865.1,63.08,51.0,Neutral,-1.74,-1.46
2023-06-01,26819.0,27216.4,27340.9,26662.3,51.98,52.0,Neutral,-1.46,1.59
2023-06-02,27244.7,26819.0,27299.4,26541.3,49.37,50.0,Neutral,1.59,-0.63
2023-06-03,27072.0,27246.0,27317.5,26931.4,20.62,53.0,Neutral,-0.63,0.19
2023-06-04,27122.3,27070.9,27410.2,26956.1,23.81,52.0,Neutral,0.19,-5.07
2023-06-05,25747.4,27122.3,27125.5,25437.5,85.42,53.0,Neutral,-5.07,5.76
2023-06-06,27230.2,25745.6,27325.2,25425.6,88.61,44.0,Fear,5.76,-3.26
2023-06-07,26342.5,27230.2,27342.0,26141.0,77.48,53.0,Neutral,-3.26,0.6
2023-06-08,26501.1,26341.8,26784.4,26231.3,39.95,50.0,Neutral,0.6,-0.08
2023-06-09,26479.3,26501.1,26773.9,26326.7,38.96,50.0,Neutral,-0.08,-2.4
2023-06-10,25844.0,26479.3,26525.1,25468.3,83.57,49.0,Neutral,-2.4,0.33
2023-06-11,25928.4,25843.3,26190.1,25660.8,39.2,47.0,Neutral,0.33,-0.08
2023-06-12,25906.8,25927.9,26080.7,25635.0,40.75,47.0,Neutral,-0.08,0.09
2023-06-13,25929.4,25906.9,26428.9,25726.4,56.24,45.0,Fear,0.09,-3.08
2023-06-14,25129.5,25929.0,26051.7,24847.4,60.82,46.0,Fear,-3.08,1.84
2023-06-15,25591.3,25129.5,25732.8,24838.0,68.38,41.0,Fear,1.84,2.93
2023-06-16,26341.3,25591.9,26472.8,25276.0,69.24,47.0,Neutral,2.93,0.66
2023-06-17,26515.0,26341.3,26767.3,26183.5,35.86,47.0,Neutral,0.66,-0.66
2023-06-18,26339.7,26515.0,26679.3,26290.6,27.31,49.0,Neutral,-0.66,1.92
2023-06-19,26845.9,26339.7,27029.7,26295.1,46.45,47.0,Neutral,1.92,5.44
2023-06-20,28307.7,26845.9,28393.0,26665.5,100.55,49.0,Neutral,5.44,5.97
2023-06-21,29996.9,28307.7,30769.5,28270.5,143.49,59.0,Greed,5.97,-0.35
2023-06-22,29890.5,29992.8,30497.8,29590.4,79.22,65.0,Greed,-0.35,2.64
2023-06-23,30679.4,29890.2,31395.4,29822.6,98.85,65.0,Greed,2.64,-0.48
2023-06-24,30533.6,30680.7,30795.3,30269.4,38.15,62.0,Greed,-0.48,-0.22
2023-06-25,30465.3,30533.6,31040.2,30315.8,37.12,64.0,Greed,-0.22,-0.65
2023-06-26,30267.0,30466.3,30645.9,29986.3,58.71,55.0,Greed,-0.65,1.39
2023-06-27,30689.1,30267.0,30993.7,30231.3,55.82,59.0,Greed,1.39,-1.99
2023-06-28,30078.6,30691.9,30703.4,29919.5,51.06,62.0,Greed,-1.99,1.22
2023-06-29,30445.7,30077.3,30823.1,30051.3,49.57,54.0,Neutral,1.22,0.09
2023-06-30,30472.9,30445.7,31275.5,29714.5,118.65,56.0,Greed,0.09,0.37
2023-07-01,30586.8,30472.9,30649.9,30329.0,22.46,59.0,Greed,0.37,0.1
2023-07-02,30617.7,30587.1,30769.0,30227.9,28.82,63.0,Greed,0.1,1.74
2023-07-03,31151.3,30617.5,31377.0,30581.5,56.49,62.0,Greed,1.74,-1.23
2023-07-04,30768.4,31152.0,31326.5,30657.8,42.12,64.0,Greed,-1.23,-0.83
2023-07-05,30512.8,30768.6,30875.6,30233.3,43.23,61.0,Greed,-0.83,-1.97
2023-07-06,29913.1,30512.8,31463.6,29869.0,90.81,56.0,Greed,-1.97,1.45
2023-07-07,30346.4,29912.7,30442.0,29757.4,46.42,55.0,Greed,1.45,-0.19
2023-07-08,30288.8,30346.8,30379.9,30055.9,17.41,58.0,Greed,-0.19,-0.4
2023-07-09,30166.9,30288.8,30425.5,30071.9,20.05,55.0,Greed,-0.4,0.82
2023-07-10,30415.3,30166.9,31019.6,29969.1,55.24,56.0,Greed,0.82,0.68
2023-07-11,30623.3,30414.2,30782.2,30333.8,39.84,57.0,Greed,0.68,-0.77
2023-07-12,30387.3,30623.3,30951.3,30231.7,54.06,64.0,Greed,-0.77,3.55
2023-07-13,31466.1,30387.3,31764.5,30260.0,99.81,57.0,Greed,3.55,-3.65
2023-07-14,30317.4,31465.4,31602.6,29944.3,82.42,60.0,Greed,-3.65,-0.09
2023-07-15,30291.4,30316.8,30395.4,30246.9,17.06,56.0,Greed,-0.09,-0.18
2023-07-16,30235.5,30291.8,30435.0,30075.4,20.31,57.0,Greed,-0.18,-0.32
2023-07-17,30139.7,30235.5,30335.9,29693.3,42.84,54.0,Neutral,-0.32,-0.91
2023-07-18,29866.8,30139.7,30242.4,29624.6,42.4,56.0,Greed,-0.91,0.14
2023-07-19,29909.7,29866.7,30185.5,29789.3,34.96,50.0,Neutral,0.14,-0.36
2023-07-20,29801.0,29909.7,30408.0,29621.4,50.33,56.0,Greed,-0.36,0.34
2023-07-21,29903.1,29801.0,30058.9,29739.9,32.59,50.0,Neutral,0.34,-0.38
2023-07-22,29788.9,29904.5,29988.0,29657.3,18.47,52.0,Neutral,-0.38,1.0
2023-07-23,30085.9,29788.9,30337.0,29735.7,23.32,54.0,Neutral,1.0,-3.02
2023-07-24,29178.1,30085.9,30098.2,28890.7,55.73,55.0,Greed,-3.02,0.17
2023-07-25,29228.6,29178.3,29365.4,29058.7,29.05,50.0,Neutral,0.17,0.42
2023-07-26,29352.2,29228.8,29681.8,29109.7,44.33,51.0,Neutral,0.42,-0.44
2023-07-27,29222.7,29352.9,29568.8,29094.0,30.42,51.0,Neutral,-0.44,0.32
2023-07-28,29315.0,29222.7,29533.0,29125.1,31.42,52.0,Neutral,0.32,0.13
2023-07-29,29353.5,29315.0,29400.1,29256.9,13.9,52.0,Neutral,0.13,-0.24
2023-07-30,29281.7,29354.2,29446.6,29054.5,20.58,52.0,Neutral,-0.24,-0.17
2023-07-31,29232.4,29282.0,29502.3,29128.3,31.84,50.0,Neutral,-0.17,1.64
2023-08-01,29712.2,29232.3,29712.2,28611.0,64.01,53.0,Neutral,1.64,-1.81
2023-08-02,29173.7,29711.8,30025.9,28961.6,67.41,53.0,Neutral,-1.81,0.05
2023-08-03,29189.3,29180.9,29409.8,28981.0,36.08,52.0,Neutral,0.05,-0.29
2023-08-04,29105.5,29189.1,29319.1,28875.8,31.43,54.0,Neutral,-0.29,-0.13
2023-08-05,29068.1,29105.6,29139.3,28983.0,14.55,50.0,Neutral,-0.13,0.05
2023-08-06,29081.3,29067.9,29198.9,28987.4,16.03,49.0,Neutral,0.05,0.42
2023-08-07,29204.2,29081.3,29270.2,28721.0,41.19,49.0,Neutral,0.42,1.96
2023-08-08,29777.4,29204.2,30168.6,29137.7,62.57,54.0,Neutral,1.96,-0.67
2023-08-09,29578.0,29771.3,30104.0,29384.2,49.67,50.0,Neutral,-0.67,-0.44
2023-08-10,29449.0,29578.0,29719.4,29377.5,32.0,53.0,Neutral,-0.44,-0.1
2023-08-11,29420.8,29448.9,29544.9,29271.2,27.71,51.0,Neutral,-0.1,0.02
2023-08-12,29428.2,29420.8,29480.8,29375.4,11.07,54.0,Neutral,0.02,-0.44
2023-08-13,29300.1,29428.2,29468.5,29272.3,13.49,54.0,Neutral,-0.44,0.43
2023-08-14,29426.7,29300.1,29689.0,29116.0,39.3,50.0,Neutral,0.43,-0.79
2023-08-15,29195.3,29426.7,29472.0,29118.6,33.81,53.0,Neutral,-0.79,-1.61
2023-08-16,28726.3,29195.3,29251.1,28717.6,43.71,52.0,Neutral,-1.61,-7.28
2023-08-17,26635.7,28726.1,28771.8,25489.4,132.92,50.0,Neutral,-7.28,-2.19
2023-08-18,26053.2,26635.7,26801.9,25691.0,93.05,37.0,Fear,-2.19,0.18
2023-08-19,26099.4,26053.3,26262.2,25799.5,33.04,39.0,Fear,0.18,0.35
2023-08-20,26190.8,26099.5,26269.1,25998.5,24.0,37.0,Fear,0.35,-0.25
2023-08-21,26126.0,26190.8,26220.9,25850.8,41.1,38.0,Fear,-0.25,-0.33
2023-08-22,26039.9,26126.8,26138.8,25481.9,47.72,37.0,Fear,-0.33,1.52
2023-08-23,26436.2,26042.0,26807.7,25812.6,60.96,37.0,Fear,1.52,-0.98
2023-08-24,26177.0,26436.2,26560.5,25943.6,41.04,41.0,Fear,-0.98,-0.46
2023-08-25,26057.2,26176.1,26265.7,25811.6,39.96,39.0,Fear,-0.46,-0.15
2023-08-26,26017.1,26057.2,26114.1,25993.5,12.09,38.0,Fear,-0.15,0.32
2023-08-27,26100.6,26017.1,26176.8,25968.7,14.29,38.0,Fear,0.32,0.07
2023-08-28,26118.9,26100.6,26215.7,25891.0,28.84,39.0,Fear,0.07,6.14
2023-08-29,27723.9,26118.1,28046.0,25919.8,98.32,39.0,Fear,6.14,-1.53
2023-08-30,27298.8,27723.9,27757.3,27043.2,46.54,49.0,Neutral,-1.53,-4.99
2023-08-31,25937.3,27300.6,27464.5,25731.0,69.11,52.0,Neutral,-4.99,-0.52
2023-09-01,25803.2,25938.3,26144.9,25361.9,58.08,40.0,Fear,-0.52,0.26
2023-09-02,25869.7,25803.5,25977.4,25752.7,21.24,39.0,Fear,0.26,0.39
2023-09-03,25971.0,25869.7,26090.4,25816.6,21.36,40.0,Fear,0.39,-0.57
2023-09-04,25823.3,25971.0,26094.2,25660.9,27.13,40.0,Fear,-0.57,-0.13
2023-09-05,25790.2,25824.4,25864.0,25596.3,28.4,40.0,Fear,-0.13,-0.13
2023-09-06,25758.0,25790.1,26018.4,25411.7,37.78,42.0,Fear,-0.13,1.91
2023-09-07,26249.8,25758.0,26417.7,25626.5,39.77,41.0,Fear,1.91,-1.3
2023-09-08,25909.5,26248.5,26415.4,25701.6,41.01,46.0,Fear,-1.3,-0.03
2023-09-09,25901.1,25909.5,25938.5,25814.3,13.48,41.0,Fear,-0.03,-0.24
2023-09-10,25840.2,25901.1,25995.1,25626.7,23.6,40.0,Fear,-0.24,-2.61
2023-09-11,25166.4,25840.2,25897.4,24923.1,56.32,40.0,Fear,-2.61,2.65
2023-09-12,25834.5,25166.4,26472.6,25133.5,78.71,30.0,Fear,2.65,1.5
2023-09-13,26223.0,25836.1,26382.3,25766.9,42.58,41.0,Fear,1.5,1.15
2023-09-14,26524.7,26223.0,26760.3,26148.6,53.82,45.0,Fear,1.15,0.29
2023-09-15,26601.0,26523.3,26837.4,26233.1,36.47,45.0,Fear,0.29,-0.15
2023-09-16,26562.0,26599.9,26769.0,26463.5,18.45,43.0,Fear,-0.15,-0.12
2023-09-17,26529.1,26562.0,26614.4,26408.7,16.57,46.0,Fear,-0.12,0.88
2023-09-18,26763.5,26530.3,27413.3,26405.2,63.35,46.0,Fear,0.88,1.67
2023-09-19,27209.2,26759.0,27480.7,26672.2,52.17,46.0,Fear,1.67,-0.31
2023-09-20,27125.0,27209.2,27378.6,26851.8,47.23,47.0,Neutral,-0.31,-2.05
2023-09-21,26570.0,27125.2,27155.6,26382.3,47.81,47.0,Neutral,-2.05,0.04
2023-09-22,26581.9,26569.5,26736.4,26488.5,28.79,43.0,Fear,0.04,-0.01
2023-09-23,26579.2,26581.7,26636.2,26517.5,12.92,47.0,Neutral,-0.01,-1.23
2023-09-24,26251.5,26579.0,26727.6,26162.2,22.32,44.0,Fear,-1.23,0.2
2023-09-25,26302.7,26251.6,26423.6,26013.6,38.2,47.0,Neutral,0.2,-0.32
2023-09-26,26218.9,26303.1,26396.2,26093.4,26.41,46.0,Fear,-0.32,0.56
2023-09-27,26366.1,26218.9,26836.9,26109.1,50.8,44.0,Fear,0.56,2.49
2023-09-28,27022.6,26368.2,27283.6,26339.4,64.56,46.0,Fear,2.49,-0.42
2023-09-29,26909.8,27022.6,27229.5,26728.8,42.24,48.0,Neutral,-0.42,0.2
2023-09-30,26962.7,26908.1,27085.7,26887.5,17.55,47.0,Neutral,0.2,3.75
2023-10-01,27974.5,26962.5,28038.4,26955.7,35.11,48.0,Neutral,3.75,-1.68
2023-10-02,27505.3,27974.6,28556.6,27325.2,84.3,50.0,Neutral,-1.68,-0.28
2023-10-03,27428.4,27501.6,27670.8,27194.1,44.06,50.0,Neutral,-0.28,1.32
2023-10-04,27790.9,27428.7,27832.7,27242.5,40.93,49.0,Neutral,1.32,-1.37
2023-10-05,27410.3,27783.5,28089.1,27371.7,46.26,48.0,Neutral,-1.37,1.92
2023-10-06,27936.9,27410.3,28223.6,27195.7,52.51,50.0,Neutral,1.92,0.09
2023-10-07,27961.1,27935.5,28021.3,27859.0,17.29,49.0,Neutral,0.09,-0.14
2023-10-08,27922.7,27961.1,28097.5,27714.4,24.11,50.0,Neutral,-0.14,-1.22
2023-10-09,27581.4,27922.7,27986.4,27279.5,44.81,50.0,Neutral,-1.22,-0.69
2023-10-10,27391.0,27581.5,27728.1,27300.1,34.32,50.0,Neutral,-0.69,-1.88
2023-10-11,26876.6,27391.9,27475.9,26558.4,55.78,47.0,Neutral,-1.88,-0.43
2023-10-12,26761.1,26878.2,26942.8,26565.3,32.75,45.0,Fear,-0.43,0.38
2023-10-13,26863.5,26761.1,27114.8,26682.9,33.66,44.0,Fear,0.38,-0.04
2023-10-14,26852.8,26863.5,26975.7,26805.1,13.56,47.0,Neutral,-0.04,1.15
2023-10-15,27161.2,26852.8,27286.9,26812.6,21.95,45.0,Fear,1.15,4.96
2023-10-16,28509.7,27161.2,29969.5,27119.7,119.18,47.0,Neutral,4.96,-0.37
2023-10-17,28403.6,28508.3,28608.5,28096.9,53.42,52.0,Neutral,-0.37,-0.29
2023-10-18,28321.7,28405.2,28876.0,28169.0,45.01,50.0,Neutral,-0.29,1.42
2023-10-19,28723.0,28321.8,28883.8,28170.2,50.1,52.0,Neutral,1.42,3.31
2023-10-20,29674.5,28724.0,30165.9,28586.1,82.68,53.0,Neutral,3.31,0.8
2023-10-21,29912.9,29674.7,30264.8,29469.1,34.68,63.0,Greed,0.8,0.24
2023-10-22,29984.2,29912.7,30193.4,29713.6,29.07,53.0,Neutral,0.24,10.2
2023-10-23,33041.8,29984.2,34375.6,29891.4,133.46,53.0,Neutral,10.2,2.65
2023-10-24,33917.0,33037.3,35191.4,32866.5,159.08,66.0,Greed,2.65,1.71
2023-10-25,34496.8,33917.0,35123.9,33713.4,75.81,72.0,Greed,1.71,-0.99
2023-10-26,34153.7,34497.6,34826.0,33749.9,56.62,71.0,Greed,-0.99,-0.74
2023-10-27,33901.8,34153.7,34245.8,33423.6,47.33,70.0,Greed,-0.74,0.53
2023-10-28,34082.6,33901.6,34387.8,33867.3,22.0,65.0,Greed,0.53,1.3
2023-10-29,34526.7,34082.6,34737.9,33937.6,27.72,72.0,Greed,1.3,-0.14
2023-10-30,34477.9,34526.7,34853.3,34089.5,45.2,68.0,Greed,-0.14,0.5
2023-10-31,34650.6,34478.9,34704.6,34053.9,43.4,66.0,Greed,0.5,2.23
2023-11-01,35423.8,34648.3,35557.5,34138.7,71.66,66.0,Greed,2.23,-1.39
2023-11-02,34931.4,35423.8,35907.6,34357.4,63.66,72.0,Greed,-1.39,-0.61
2023-11-03,34718.7,34931.4,34940.6,34124.2,54.54,65.0,Greed,-0.61,1.0
2023-11-04,35065.8,34718.6,35242.2,34601.1,23.8,68.0,Greed,1.0,-0.13
2023-11-05,35019.4,35065.8,35360.2,34550.0,31.02,70.0,Greed,-0.13,0.06
2023-11-06,35042.0,35020.3,35275.6,34742.9,29.81,74.0,Greed,0.06,1.1
2023-11-07,35426.1,35042.1,35877.9,34536.9,53.49,68.0,Greed,1.1,0.6
2023-11-08,35636.9,35426.2,36050.2,35148.8,46.33,66.0,Greed,0.6,2.98
2023-11-09,36700.5,35636.9,37942.0,35578.1,115.56,69.0,Greed,2.98,1.64
2023-11-10,37303.0,36700.5,37496.1,36347.2,59.56,70.0,Greed,1.64,-0.41
2023-11-11,37150.5,37306.3,37401.3,36767.6,29.53,70.0,Greed,-0.41,-0.23
2023-11-12,37064.4,37149.0,37215.3,36761.9,21.45,73.0,Greed,-0.23,-1.58
2023-11-13,36478.3,37067.8,37404.6,36358.4,44.55,72.0,Greed,-1.58,-2.55
2023-11-14,35549.3,36478.3,36744.5,34984.3,63.56,69.0,Greed,-2.55,6.54
2023-11-15,37874.9,35549.3,37954.1,35379.6,75.51,60.0,Greed,6.54,-4.52
2023-11-16,36161.2,37873.9,37907.6,35561.6,66.92,70.0,Greed,-4.52,1.2
2023-11-17,36595.4,36161.8,36690.6,35875.2,51.37,63.0,Greed,1.2,-0.07
2023-11-18,36568.6,36617.5,36845.2,36220.6,20.88,69.0,Greed,-0.07,2.15
2023-11-19,37354.2,36568.6,37504.6,36393.3,26.14,66.0,Greed,2.15,0.27
2023-11-20,37454.1,37356.6,37735.6,36857.6,51.8,69.0,Greed,0.27,-4.38
2023-11-21,35813.6,37452.7,37631.2,35799.2,71.07,71.0,Greed,-4.38,4.46
2023-11-22,37410.8,35797.5,37862.5,35695.6,64.81,62.0,Greed,4.46,-0.31
2023-11-23,37293.1,37410.8,37642.5,36915.3,32.35,66.0,Greed,-0.31,1.14
2023-11-24,37717.3,37295.0,38400.8,37257.4,65.83,66.0,Greed,1.14,0.18
2023-11-25,37787.0,37718.6,37887.4,37599.9,16.09,73.0,Greed,0.18,-0.89
2023-11-26,37451.8,37786.4,37819.1,37166.3,29.2,73.0,Greed,-0.89,-0.54
2023-11-27,37248.6,37451.8,37563.3,36751.5,45.24,66.0,Greed,-0.54,1.54
2023-11-28,37823.3,37244.3,38379.4,36881.1,57.5,68.0,Greed,1.54,0.09
2023-11-29,37855.5,37823.3,38362.9,37607.6,49.34,72.0,Greed,0.09,-0.38
2023-11-30,37712.9,37857.6,38144.4,37509.2,33.53,74.0,Greed,-0.38,2.59
2023-12-01,38688.2,37712.9,38950.8,37618.3,62.5,71.0,Greed,2.59,1.99
2023-12-02,39458.4,38688.2,39673.4,38646.5,37.09,74.0,Greed,1.99,1.3
2023-12-03,39970.2,39456.8,40178.9,39280.3,35.27,73.0,Greed,1.3,5.05
2023-12-04,41987.8,39968.6,42394.4,39968.6,104.21,74.0,Greed,5.05,4.97
2023-12-05,44076.2,41989.6,44424.1,41424.9,96.84,75.0,Greed,4.97,-0.68
2023-12-06,43776.3,44076.2,44283.7,43466.7,72.52,72.0,Greed,-0.68,-1.11
2023-12-07,43289.7,43774.4,44046.4,42860.5,63.09,72.0,Greed,-1.11,2.05
2023-12-08,44175.5,43288.3,44697.6,43108.4,58.44,72.0,Greed,2.05,-1.03
2023-12-09,43718.4,44175.5,44361.2,43617.4,31.67,73.0,Greed,-1.03,0.17
2023-12-10,43791.0,43716.6,44045.4,43576.8,23.81,74.0,Greed,0.17,-5.79
2023-12-11,41256.1,43791.0,43806.3,40277.1,105.19,74.0,Greed,-5.79,0.56
2023-12-12,41487.0,41256.1,42070.9,40691.5,57.04,67.0,Greed,0.56,3.37
2023-12-13,42884.5,41487.0,43417.5,40649.3,63.11,65.0,Greed,3.37,0.33
2023-12-14,43025.9,42886.3,43392.7,41591.2,59.15,72.0,Greed,0.33,-2.55
2023-12-15,41929.0,43025.2,43080.7,41697.9,45.28,70.0,Greed,-2.55,0.82
2023-12-16,42271.7,41929.0,42690.3,41698.2,30.11,67.0,Greed,0.82,-2.14
2023-12-17,41368.7,42271.7,42413.2,41276.9,35.46,73.0,Greed,-2.14,3.12
2023-12-18,42659.7,41369.1,42728.0,40554.0,61.58,65.0,Greed,3.12,-0.94
2023-12-19,42259.3,42659.7,43473.3,41842.7,55.29,73.0,Greed,-0.94,3.32
2023-12-20,43662.8,42259.5,44278.7,42217.2,70.19,74.0,Greed,3.32,0.47
2023-12-21,43865.9,43660.3,44241.8,43310.2,48.96,70.0,Greed,0.47,0.23
2023-12-22,43968.9,43865.9,44394.6,43419.3,44.5,74.0,Greed,0.23,-0.59
2023-12-23,43710.4,43968.9,43994.6,43325.7,21.29,70.0,Greed,-0.59,-1.67
2023-12-24,42981.5,43710.4,43935.7,42748.5,30.86,71.0,Greed,-1.67,1.39
2023-12-25,43578.5,42982.0,43792.7,42745.3,32.67,73.0,Greed,1.39,-2.44
2023-12-26,42513.3,43579.9,43594.9,41796.6,56.03,71.0,Greed,-2.44,2.2
2023-12-27,43446.5,42514.3,43676.7,42115.3,50.1,73.0,Greed,2.2,-1.99
2023-12-28,42581.1,43446.5,43782.6,42309.3,49.84,73.0,Greed,-1.99,-1.19
2023-12-29,42072.4,42581.1,43108.0,41459.0,60.98,65.0,Greed,-1.19,0.15
2023-12-30,42136.7,42074.7,42592.2,41527.3,35.18,68.0,Greed,0.15,0.32
2023-12-31,42272.5,42141.6,42878.8,41971.4,35.58,67.0,Greed,0.32,4.52
2024-01-01,44183.4,42272.5,44187.0,42196.7,36.3,65.0,Greed,4.52,1.72
2024-01-02,44943.7,44182.9,45885.4,44166.0,97.84,71.0,Greed,1.72,-4.69
2024-01-03,42836.1,44943.7,45492.7,40888.3,117.65,70.0,Greed,-4.69,3.08
2024-01-04,44157.0,42836.1,44744.5,42632.8,68.05,68.0,Greed,3.08,0.0
2024-01-05,44156.9,44163.0,44312.1,42629.0,68.07,72.0,Greed,0.0,-0.43
2024-01-06,43967.9,44156.6,44203.2,43424.0,24.26,70.0,Greed,-0.43,-0.09
2024-01-07,43927.3,43973.5,44481.2,43627.9,29.53,71.0,Greed,-0.09,6.91
2024-01-08,46962.2,43934.2,47196.7,43251.0,103.09,71.0,Greed,6.91,-1.77
